Easting,Northing,Elevation,Chainage,Velocity,
512292.22,6940505.06,-7.8,0.24,315,
512292.22,6940505.06,-7.8,0.24,320,
512292.22,6940505.06,-8.17,0.24,320,
512292.22,6940505.06,-8.17,0.24,325,
512292.22,6940505.06,-8.71,0.24,325,
512292.22,6940505.06,-8.71,0.24,330,
512292.22,6940505.06,-8.71,0.24,330,
512292.22,6940505.06,-9.82,0.24,330,
512292.22,6940505.06,-9.82,0.24,335,
512292.22,6940505.06,-11.19,0.24,335,
512292.22,6940505.06,-11.19,0.24,340,
512292.22,6940505.06,-11.75,0.24,340,
512292.22,6940505.06,-11.75,0.24,345,
512292.22,6940505.06,-12.12,0.24,345,
512292.22,6940505.06,-12.12,0.24,350,
512292.22,6940505.06,-12.4,0.24,350,
512292.22,6940505.06,-12.4,0.24,355,
512292.22,6940505.06,-12.4,0.24,355,
512292.22,6940505.06,-12.4,0.24,355,
512292.22,6940505.06,-12.64,0.24,355,
512292.22,6940505.06,-12.64,0.24,360,
512292.22,6940505.06,-12.84,0.24,360,
512292.22,6940505.06,-12.84,0.24,365,
512292.22,6940505.06,-13.02,0.24,365,
512292.22,6940505.06,-13.02,0.24,370,
512292.22,6940505.06,-13.18,0.24,370,
512292.22,6940505.06,-13.18,0.24,375,
512292.22,6940505.06,-13.33,0.24,375,
512292.22,6940505.06,-13.33,0.24,380,
512292.22,6940505.06,-13.33,0.24,380,
512292.22,6940505.06,-13.33,0.24,380,
512292.22,6940505.06,-13.47,0.24,380,
512292.22,6940505.06,-13.47,0.24,385,
512292.22,6940505.06,-13.6,0.24,385,
512292.22,6940505.06,-13.6,0.24,390,
512292.22,6940505.06,-13.72,0.24,390,
512292.22,6940505.06,-13.72,0.24,395,
512292.22,6940505.06,-13.84,0.24,395,
512292.22,6940505.06,-13.84,0.24,400,
512292.22,6940505.06,-13.95,0.24,400,
512292.22,6940505.06,-13.95,0.24,405,
512292.22,6940505.06,-13.95,0.24,405,
512292.22,6940505.06,-13.95,0.24,405,
512292.22,6940505.06,-14.06,0.24,405,
512292.22,6940505.06,-14.06,0.24,410,
512292.22,6940505.06,-14.16,0.24,410,
512292.22,6940505.06,-14.16,0.24,415,
512292.22,6940505.06,-14.27,0.24,415,
512292.22,6940505.06,-14.27,0.24,420,
512292.22,6940505.06,-14.36,0.24,420,
512292.22,6940505.06,-14.36,0.24,425,
512292.22,6940505.06,-14.46,0.24,425,
512292.22,6940505.06,-14.46,0.24,430,
512292.22,6940505.06,-14.46,0.24,430,
512292.22,6940505.06,-14.46,0.24,430,
512292.22,6940505.06,-14.55,0.24,430,
