column_3,column_4,column_1,column,column_2
515672.6415,6937291.907,9.720455554,70.0,180.0
515671.9595,6937292.638,9.712847037,69.0,180.0
515669.9134,6937294.832,9.782088386,66.0,180.0
515669.2314,6937295.563,9.802806466,65.0,180.0
515668.5494,6937296.295,9.839829557,64.0,180.0
515667.8673,6937297.026,9.899287321,63.0,180.0
515667.1853,6937297.757,9.97109854,62.0,180.0
515666.9981,6937297.958,10.0,61.72548991,180.0
515666.5033,6937298.489,10.06575677,61.0,180.0
515665.8213,6937299.22,10.19723071,60.0,180.0
515665.1393,6937299.951,10.36290994,59.0,180.0
515664.4977,6937300.639,10.5,58.05926887,180.0
515664.4572,6937300.683,10.51246624,58.0,180.0
515663.7752,6937301.414,10.6824538,57.0,180.0
515663.0932,6937302.145,10.84254524,56.0,180.0
515662.4112,6937302.877,10.95782832,55.0,180.0
515661.7291,6937303.608,10.78382335,54.0,180.0
515661.0471,6937304.339,10.56867326,53.0,180.0
515660.8598,6937304.54,10.5,52.72529562,180.0
515660.3651,6937305.071,10.36388495,52.0,180.0
515659.6831,6937305.802,10.15552298,51.0,180.0
515659.1582,6937306.365,10.0,50.23045837,180.0
515659.0011,6937306.533,9.968750917,50.0,180.0
515658.319,6937307.265,9.841212551,49.0,180.0
515657.637,6937307.996,9.703622425,48.0,180.0
515656.955,6937308.727,9.545880346,47.0,180.0
515656.858,6937308.831,9.5,46.8578297,180.0
515656.392,6937309.331,9.0,46.17451342,180.0
515656.9346,6937308.749,8.5,46.9701225,180.0
515656.955,6937308.727,8.488208754,47.0,180.0
515657.637,6937307.996,8.048112579,48.0,180.0
515657.9665,6937307.643,8.0,48.48306318,180.0
515658.319,6937307.265,7.974613911,49.0,180.0
515659.0011,6937306.533,7.924905691,50.0,180.0
515660.3651,6937305.071,7.821765619,52.0,180.0
515661.0471,6937304.339,7.789391407,53.0,180.0
515661.7291,6937303.608,7.764305062,54.0,180.0
515662.4112,6937302.877,7.733966167,55.0,180.0
515663.0932,6937302.145,7.699292347,56.0,180.0
515663.7752,6937301.414,7.654784216,57.0,180.0
