X,Y,Z,Chainage,Vp
509482.6788,6944416.964,32.995365,,1010
509482.6604,6944416.952,33,,1010
509482.2694,6944416.677,33.095604,,1010
509481.8601,6944416.39,33.202974,,1010
509481.4508,6944416.103,33.311514,,1010
509481.0415,6944415.816,33.417472,,1010
509480.7242,6944415.593,33.5,,1010
509480.6322,6944415.529,33.524972,,1010
509480.2228,6944415.242,33.633501,,1010
509479.8135,6944414.954,33.733052,,1010
509479.4042,6944414.667,33.82185,,1010
509478.9949,6944414.38,33.896641,,1010
509478.5855,6944414.093,33.957307,,1010
509478.1997,6944413.822,34,,1010
509478.1762,6944413.806,34.002625,,1010
509477.7669,6944413.519,34.034111,,1010
509477.3576,6944413.232,34.055569,,1010
509476.9482,6944412.944,34.07195,,1010
509476.5389,6944412.657,34.086088,,1010
509476.1296,6944412.37,34.10018,,1010
509475.7203,6944412.083,34.104273,,1010
509475.311,6944411.796,34.066766,,1010
509474.9016,6944411.509,34.00573,,1010
509474.4923,6944411.221,34.16159,,1010
509555.1289,6944467.79,32.65235,,1015
509554.7196,6944467.503,32.591123,,1015
509554.3416,6944467.238,32.5,,1015
509554.3103,6944467.216,32.494146,,1015
509554.0342,6944467.022,32.5,,1015
509553.901,6944466.928,32.502487,,1015
509553.4916,6944466.641,32.525149,,1015
509553.0823,6944466.354,32.524969,,1015
509552.8986,6944466.225,32.5,,1015
509552.673,6944466.067,32.464219,,1015
509552.2637,6944465.78,32.387974,,1015
509551.8544,6944465.493,32.301916,,1015
509551.445,6944465.206,32.218855,,1015
509551.0357,6944464.918,32.145084,,1015
509550.6264,6944464.631,32.086299,,1015
509550.2171,6944464.344,32.04638,,1015
509549.8077,6944464.057,32.027062,,1015
509549.3984,6944463.77,32.029914,,1015
509548.9891,6944463.483,32.055287,,1015
509548.5798,6944463.196,32.104125,,1015
509548.1704,6944462.908,32.179991,,1015
509547.7611,6944462.621,32.288278,,1015
509547.3518,6944462.334,32.407634,,1015
509547.0307,6944462.109,32.5,,1015
509546.9425,6944462.047,32.518945,,1015
509546.5332,6944461.76,32.613922,,1015
509546.1238,6944461.473,32.717649,,1015
509545.7145,6944461.185,32.816746,,1015
509545.3052,6944460.898,32.889105,,1015
509544.8959,6944460.611,32.935153,,1015
509544.4865,6944460.324,32.964907,,1015
509544.0772,6944460.037,32.98146,,1015
509543.6679,6944459.75,32.989862,,1015
509543.2586,6944459.463,32.994563,,1015
509542.8641,6944459.186,33,,1015
509542.8492,6944459.175,33.000172,,1015
509542.4399,6944458.888,33.008419,,1015
509542.0306,6944458.601,33.021896,,1015
509541.6213,6944458.314,33.041427,,1015
509541.212,6944458.027,33.067536,,1015
509540.8026,6944457.74,33.099912,,1015
509540.3933,6944457.453,33.137137,,1015
509539.984,6944457.165,33.176203,,1015
509539.5747,6944456.878,33.21525,,1015
509539.1653,6944456.591,33.251663,,1015
509538.756,6944456.304,33.281283,,1015
509538.3467,6944456.017,33.301839,,1015
509537.9374,6944455.73,33.31258,,1015
509537.528,6944455.442,33.31337,,1015
509537.1187,6944455.155,33.304495,,1015
509536.7094,6944454.868,33.287866,,1015
509536.3001,6944454.581,33.26524,,1015
509535.8908,6944454.294,33.237377,,1015
509535.4814,6944454.007,33.205273,,1015
509535.0721,6944453.72,33.169878,,1015
509534.6628,6944453.432,33.132468,,1015
509534.2535,6944453.145,33.094296,,1015
509533.8441,6944452.858,33.055395,,1015
509533.4348,6944452.571,33.015413,,1015
509533.2787,6944452.461,33,,1015
509533.0255,6944452.284,32.975311,,1015
509532.6162,6944451.997,32.936222,,1015
509532.2069,6944451.71,32.898466,,1015
509531.7975,6944451.422,32.863112,,1015
509531.3882,6944451.135,32.830271,,1015
509530.9789,6944450.848,32.801763,,1015
509530.5696,6944450.561,32.778893,,1015
509530.1602,6944450.274,32.763336,,1015
509529.7509,6944449.987,32.756915,,1015
509529.3416,6944449.699,32.760563,,1015
509528.9323,6944449.412,32.773927,,1015
509528.5229,6944449.125,32.795472,,1015
509528.1136,6944448.838,32.823978,,1015
509527.7043,6944448.551,32.858759,,1015
509527.295,6944448.264,32.897417,,1015
509526.8857,6944447.977,32.935442,,1015
509526.4763,6944447.689,32.96899,,1015
509526.067,6944447.402,32.995308,,1015
509525.93,6944447.306,33,,1015
509525.6577,6944447.115,33.008917,,1015
509525.2484,6944446.828,33.008346,,1015
509524.9747,6944446.636,33,,1015
509524.839,6944446.541,32.99572,,1015
509524.4297,6944446.254,32.97319,,1015
509524.0204,6944445.967,32.943696,,1015
509523.6111,6944445.679,32.909076,,1015
509523.2017,6944445.392,32.871219,,1015
509522.7924,6944445.105,32.833162,,1015
509522.3831,6944444.818,32.795606,,1015
509521.9738,6944444.531,32.760146,,1015
509521.5645,6944444.244,32.728205,,1015
509521.1551,6944443.957,32.70078,,1015
509520.7458,6944443.669,32.678628,,1015
509520.3365,6944443.382,32.661906,,1015
509519.9272,6944443.095,32.650544,,1015
509519.5178,6944442.808,32.644174,,1015
509519.1085,6944442.521,32.642418,,1015
509518.6992,6944442.234,32.644888,,1015
509518.2899,6944441.946,32.651295,,1015
509517.8805,6944441.659,32.661495,,1015
509517.4712,6944441.372,32.675632,,1015
509517.0619,6944441.085,32.693687,,1015
509516.6526,6944440.798,32.715675,,1015
509516.2433,6944440.511,32.741392,,1015
509515.8339,6944440.224,32.77034,,1015
509515.4246,6944439.936,32.801506,,1015
509515.0153,6944439.649,32.832886,,1015
509514.606,6944439.362,32.864057,,1015
509514.1966,6944439.075,32.889214,,1015
509513.7873,6944438.788,32.911035,,1015
509513.378,6944438.501,32.930287,,1015
509512.9687,6944438.214,32.940559,,1015
509512.5593,6944437.926,32.93685,,1015
509512.15,6944437.639,32.915104,,1015
509511.7407,6944437.352,32.874683,,1015
509511.3314,6944437.065,32.819357,,1015
509510.9221,6944436.778,32.752571,,1015
509510.5127,6944436.491,32.678583,,1015
509510.1034,6944436.203,32.599643,,1015
509509.6941,6944435.916,32.516033,,1015
509509.6193,6944435.864,32.5,,1015
509509.2848,6944435.629,32.429995,,1015
509508.8754,6944435.342,32.345511,,1015
509508.4661,6944435.055,32.259679,,1015
509508.0568,6944434.768,32.171516,,1015
509507.6475,6944434.481,32.081767,,1015
509507.2795,6944434.222,32,,1015
509507.2381,6944434.193,31.991097,,1015
509506.8288,6944433.906,31.906928,,1015
509506.4195,6944433.619,31.830168,,1015
509506.0102,6944433.332,31.758072,,1015
509505.6009,6944433.045,31.692187,,1015
509505.1915,6944432.758,31.632895,,1015
509504.7822,6944432.471,31.581812,,1015
509504.3729,6944432.183,31.539681,,1015
509503.9636,6944431.896,31.507337,,1015
509503.8288,6944431.802,31.5,,1015
509503.5542,6944431.609,31.486755,,1015
509503.1449,6944431.322,31.475251,,1015
509502.7356,6944431.035,31.471069,,1015
509502.3263,6944430.748,31.473167,,1015
509501.9169,6944430.46,31.48012,,1015
509501.5076,6944430.173,31.49047,,1015
509501.2417,6944429.987,31.5,,1015
509501.0983,6944429.886,31.506099,,1015
509500.689,6944429.599,31.528716,,1015
509500.2797,6944429.312,31.555415,,1015
509499.8703,6944429.025,31.586263,,1015
509499.461,6944428.738,31.6226,,1015
509499.0517,6944428.45,31.664866,,1015
509498.6424,6944428.163,31.711474,,1015
509498.233,6944427.876,31.763554,,1015
509497.8237,6944427.589,31.821031,,1015
509497.4144,6944427.302,31.881678,,1015
509497.0051,6944427.015,31.947164,,1015
509496.7146,6944426.811,32,,1015
509496.5957,6944426.728,32.024368,,1015
509496.1864,6944426.44,32.104609,,1015
509495.7771,6944426.153,32.178996,,1015
509495.3678,6944425.866,32.248303,,1015
509494.9585,6944425.579,32.309865,,1015
509494.5491,6944425.292,32.361592,,1015
509494.1398,6944425.005,32.404462,,1015
509493.7305,6944424.718,32.4419,,1015
509493.3212,6944424.43,32.475344,,1015
509492.9955,6944424.202,32.5,,1015
509492.9118,6944424.143,32.506942,,1015
509492.5025,6944423.856,32.540505,,1015
509492.0932,6944423.569,32.572813,,1015
509491.6839,6944423.282,32.601143,,1015
509491.2746,6944422.995,32.624841,,1015
509490.8652,6944422.707,32.644757,,1015
509490.4559,6944422.42,32.662533,,1015
509490.0466,6944422.133,32.68001,,1015
509489.6373,6944421.846,32.698654,,1015
509489.2279,6944421.559,32.719071,,1015
509488.8186,6944421.272,32.739566,,1015
509488.4093,6944420.985,32.757359,,1015
509488,6944420.697,32.769265,,1015
509487.5906,6944420.41,32.772335,,1015
509487.1813,6944420.123,32.765147,,1015
509486.772,6944419.836,32.74836,,1015
509486.3627,6944419.549,32.725273,,1015
509485.9534,6944419.262,32.701138,,1015
509485.544,6944418.975,32.682077,,1015
509485.1347,6944418.687,32.673246,,1015
509484.7254,6944418.4,32.679076,,1015
509484.3161,6944418.113,32.702049,,1015
509483.9067,6944417.826,32.743441,,1015
509483.4974,6944417.539,32.80345,,1015
509483.0881,6944417.252,32.879857,,1015
509482.6788,6944416.964,32.970058,,1015
509482.56,6944416.881,33,,1015
509482.2694,6944416.677,33.071056,,1015
509481.8601,6944416.39,33.179143,,1015
509481.4508,6944416.103,33.28839,,1015
509481.0415,6944415.816,33.39499,,1015
509480.6377,6944415.533,33.5,,1015
509480.6322,6944415.529,33.501516,,1015
509480.2228,6944415.242,33.610285,,1015
509479.8135,6944414.954,33.709978,,1015
509479.4042,6944414.667,33.798799,,1015
509478.9949,6944414.38,33.873496,,1015
509478.5855,6944414.093,33.933986,,1015
509478.1762,6944413.806,33.979145,,1015
509477.9054,6944413.616,34,,1015
509477.7669,6944413.519,34.010658,,1015
509477.3576,6944413.232,34.032165,,1015
509476.9482,6944412.944,34.048543,,1015
509476.5389,6944412.657,34.062643,,1015
509476.1296,6944412.37,34.076668,,1015
509475.7203,6944412.083,34.080746,,1015
509475.311,6944411.796,34.043312,,1015
509475.0207,6944411.592,34,,1015
509474.9016,6944411.509,33.979309,,1015
509474.8701,6944411.487,34,,1015
509474.4923,6944411.221,34.145558,,1015
509555.1289,6944467.79,32.634751,,1020
509554.7196,6944467.503,32.55637,,1020
509554.4858,6944467.339,32.5,,1020
509554.3103,6944467.216,32.467223,,1020
509553.901,6944466.928,32.476412,,1020
509553.5082,6944466.653,32.5,,1020
509553.4916,6944466.641,32.500914,,1020
509553.2251,6944466.454,32.5,,1020
509553.0823,6944466.354,32.499423,,1020
509552.673,6944466.067,32.434489,,1020
509552.2637,6944465.78,32.356999,,1020
509551.8544,6944465.493,32.270045,,1020
509551.445,6944465.206,32.186049,,1020
509551.0357,6944464.918,32.111324,,1020
509550.6264,6944464.631,32.051662,,1020
509550.2171,6944464.344,32.010982,,1020
509549.9903,6944464.185,32,,1020
509549.8077,6944464.057,31.990177,,1020
509549.3984,6944463.77,31.992406,,1020
509549.2823,6944463.688,32,,1020
509548.9891,6944463.483,32.017674,,1020
509548.5798,6944463.196,32.065248,,1020
509548.1704,6944462.908,32.139056,,1020
509547.7611,6944462.621,32.244045,,1020
509547.3518,6944462.334,32.362439,,1020
509546.9425,6944462.047,32.480523,,1020
509546.8749,6944462,32.5,,1020
509546.5332,6944461.76,32.578532,,1020
509546.1238,6944461.473,32.680925,,1020
509545.7145,6944461.185,32.779685,,1020
509545.3052,6944460.898,32.85372,,1020
509544.8959,6944460.611,32.90201,,1020
509544.4865,6944460.324,32.933656,,1020
509544.0772,6944460.037,32.95174,,1020
509543.6679,6944459.75,32.961331,,1020
509543.2586,6944459.463,32.966893,,1020
509542.8492,6944459.175,32.973102,,1020
509542.4399,6944458.888,32.982888,,1020
509542.0306,6944458.601,32.998227,,1020
509541.9972,6944458.578,33,,1020
509541.6213,6944458.314,33.017722,,1020
509541.212,6944458.027,33.043482,,1020
509540.8026,6944457.74,33.075461,,1020
509540.3933,6944457.453,33.112295,,1020
509539.984,6944457.165,33.151046,,1020
509539.5747,6944456.878,33.189911,,1020
509539.1653,6944456.591,33.226355,,1020
509538.756,6944456.304,33.256228,,1020
509538.3467,6944456.017,33.277189,,1020
509537.9374,6944455.73,33.288411,,1020
509537.528,6944455.442,33.289704,,1020
509537.1187,6944455.155,33.2813,,1020
509536.7094,6944454.868,33.265071,,1020
509536.3001,6944454.581,33.242776,,1020
509535.8908,6944454.294,33.215174,,1020
509535.4814,6944454.007,33.18326,,1020
509535.0721,6944453.72,33.147964,,1020
509534.6628,6944453.432,33.110559,,1020
509534.2535,6944453.145,33.0723,,1020
509533.8441,6944452.858,33.033232,,1020
509533.5052,6944452.62,33,,1020
509533.4348,6944452.571,32.993059,,1020
509533.0255,6944452.284,32.953206,,1020
509532.6162,6944451.997,32.914388,,1020
509532.2069,6944451.71,32.876969,,1020
509531.7975,6944451.422,32.841957,,1020
509531.3882,6944451.135,32.809508,,1020
509530.9789,6944450.848,32.781424,,1020
509530.5696,6944450.561,32.758997,,1020
509530.1602,6944450.274,32.74386,,1020
509529.7509,6944449.987,32.737775,,1020
509529.3416,6944449.699,32.741598,,1020
509528.9323,6944449.412,32.754933,,1020
509528.5229,6944449.125,32.776238,,1020
509528.1136,6944448.838,32.804319,,1020
509527.7043,6944448.551,32.838555,,1020
509527.295,6944448.264,32.876625,,1020
509526.8857,6944447.977,32.914136,,1020
509526.4763,6944447.689,32.947324,,1020
509526.067,6944447.402,32.973467,,1020
509525.6577,6944447.115,32.987498,,1020
509525.2484,6944446.828,32.987164,,1020
509524.839,6944446.541,32.974441,,1020
509524.4297,6944446.254,32.952275,,1020
509524.0204,6944445.967,32.923106,,1020
509523.6111,6944445.679,32.888752,,1020
509523.2017,6944445.392,32.851153,,1020
509522.7924,6944445.105,32.813264,,1020
509522.3831,6944444.818,32.775806,,1020
509521.9738,6944444.531,32.740375,,1020
509521.5645,6944444.244,32.708392,,1020
509521.1551,6944443.957,32.680879,,1020
509520.7458,6944443.669,32.658609,,1020
509520.3365,6944443.382,32.64175,,1020
509519.9272,6944443.095,32.630242,,1020
509519.5178,6944442.808,32.62373,,1020
509519.1085,6944442.521,32.621849,,1020
509518.6992,6944442.234,32.624221,,1020
509518.2899,6944441.946,32.630569,,1020
509517.8805,6944441.659,32.640761,,1020
509517.4712,6944441.372,32.654951,,1020
509517.0619,6944441.085,32.673106,,1020
509516.6526,6944440.798,32.695208,,1020
509516.2433,6944440.511,32.720997,,1020
509515.8339,6944440.224,32.74991,,1020
509515.4246,6944439.936,32.780873,,1020
509515.0153,6944439.649,32.811884,,1020
509514.606,6944439.362,32.842578,,1020
509514.1966,6944439.075,32.867227,,1020
509513.7873,6944438.788,32.888645,,1020
509513.378,6944438.501,32.907692,,1020
509512.9687,6944438.214,32.917929,,1020
509512.5593,6944437.926,32.914382,,1020
509512.15,6944437.639,32.89298,,1020
509511.7407,6944437.352,32.853134,,1020
509511.3314,6944437.065,32.798479,,1020
509510.9221,6944436.778,32.732335,,1020
509510.5127,6944436.491,32.658824,,1020
509510.1034,6944436.203,32.580148,,1020
509509.7111,6944435.928,32.5,,1020
509509.6941,6944435.916,32.49658,,1020
509509.2848,6944435.629,32.410936,,1020
509508.8754,6944435.342,32.32627,,1020
509508.4661,6944435.055,32.240068,,1020
509508.0568,6944434.768,32.151448,,1020
509507.6475,6944434.481,32.061197,,1020
509507.3721,6944434.287,32,,1020
509507.2381,6944434.193,31.971156,,1020
509506.8288,6944433.906,31.886794,,1020
509506.4195,6944433.619,31.809697,,1020
509506.0102,6944433.332,31.737268,,1020
509505.6009,6944433.045,31.67104,,1020
509505.1915,6944432.758,31.611414,,1020
509504.7822,6944432.471,31.560012,,1020
509504.3729,6944432.183,31.51756,,1020
509504.1513,6944432.028,31.5,,1020
509503.9636,6944431.896,31.486624,,1020
509503.5542,6944431.609,31.466888,,1020
509503.1449,6944431.322,31.455373,,1020
509502.7356,6944431.035,31.451165,,1020
509502.3263,6944430.748,31.453228,,1020
509501.9169,6944430.46,31.460126,,1020
509501.5076,6944430.173,31.470402,,1020
509501.0983,6944429.886,31.484998,,1020
509500.7805,6944429.663,31.5,,1020
509500.689,6944429.599,31.505069,,1020
509500.2797,6944429.312,31.532079,,1020
509499.8703,6944429.025,31.563357,,1020
509499.461,6944428.738,31.600177,,1020
509499.0517,6944428.45,31.64289,,1020
509498.6424,6944428.163,31.689882,,1020
509498.233,6944427.876,31.742328,,1020
509497.8237,6944427.589,31.800171,,1020
509497.4144,6944427.302,31.861161,,1020
509497.0051,6944427.015,31.926861,,1020
509496.6029,6944426.733,32,,1020
509496.5957,6944426.728,32.001471,,1020
509496.1864,6944426.44,32.082526,,1020
509495.7771,6944426.153,32.157723,,1020
509495.3678,6944425.866,32.227761,,1020
509494.9585,6944425.579,32.28998,,1020
509494.5491,6944425.292,32.342243,,1020
509494.1398,6944425.005,32.385521,,1020
509493.7305,6944424.718,32.42316,,1020
509493.3212,6944424.43,32.456553,,1020
509492.9118,6944424.143,32.487344,,1020
509492.7408,6944424.023,32.5,,1020
509492.5025,6944423.856,32.519449,,1020
509492.0932,6944423.569,32.551162,,1020
509491.6839,6944423.282,32.578792,,1020
509491.2746,6944422.995,32.601702,,1020
509490.8652,6944422.707,32.620774,,1020
509490.4559,6944422.42,32.637645,,1020
509490.0466,6944422.133,32.654149,,1020
509489.6373,6944421.846,32.671757,,1020
509489.2279,6944421.559,32.691072,,1020
509488.8186,6944421.272,32.710416,,1020
509488.4093,6944420.985,32.727073,,1020
509488,6944420.697,32.737933,,1020
509487.5906,6944420.41,32.740143,,1020
509487.1813,6944420.123,32.732382,,1020
509486.772,6944419.836,32.715395,,1020
509486.3627,6944419.549,32.692493,,1020
509485.9534,6944419.262,32.668862,,1020
509485.544,6944418.975,32.650528,,1020
509485.1347,6944418.687,32.642558,,1020
509484.7254,6944418.4,32.649306,,1020
509484.3161,6944418.113,32.673194,,1020
509483.9067,6944417.826,32.715481,,1020
509483.4974,6944417.539,32.77636,,1020
509483.0881,6944417.252,32.85364,,1020
509482.6788,6944416.964,32.944752,,1020
509482.4596,6944416.811,33,,1020
509482.2694,6944416.677,33.046508,,1020
509481.8601,6944416.39,33.155312,,1020
509481.4508,6944416.103,33.265267,,1020
509481.0415,6944415.816,33.372508,,1020
509480.6322,6944415.529,33.479196,,1020
509480.5504,6944415.471,33.5,,1020
509480.2228,6944415.242,33.587068,,1020
509479.8135,6944414.954,33.686904,,1020
509479.4042,6944414.667,33.775748,,1020
509478.9949,6944414.38,33.85035,,1020
509478.5855,6944414.093,33.910664,,1020
509478.1762,6944413.806,33.955677,,1020
509477.7669,6944413.519,33.98714,,1020
509477.5241,6944413.348,34,,1020
509477.3576,6944413.232,34.008761,,1020
509476.9482,6944412.944,34.025136,,1020
509476.5389,6944412.657,34.039199,,1020
509476.1296,6944412.37,34.053155,,1020
509475.7203,6944412.083,34.057219,,1020
509475.311,6944411.796,34.019858,,1020
509475.1779,6944411.702,34,,1020
509474.9016,6944411.509,33.951984,,1020
509474.8285,6944411.457,34,,1020
509474.4923,6944411.221,34.129527,,1020
509555.1289,6944467.79,32.617152,,1025
509554.7196,6944467.503,32.521618,,1025
509554.6299,6944467.44,32.5,,1025
509554.3103,6944467.216,32.4403,,1025
509553.901,6944466.928,32.45006,,1025
509553.4916,6944466.641,32.474109,,1025
509553.0823,6944466.354,32.470832,,1025
509552.673,6944466.067,32.404758,,1025
509552.2637,6944465.78,32.326024,,1025
509551.8544,6944465.493,32.238174,,1025
509551.445,6944465.206,32.153243,,1025
509551.0357,6944464.918,32.077564,,1025
509550.6264,6944464.631,32.017025,,1025
509550.4561,6944464.512,32,,1025
509550.2171,6944464.344,31.973873,,1025
509549.8077,6944464.057,31.950848,,1025
509549.3984,6944463.77,31.951615,,1025
509548.9891,6944463.483,31.977629,,1025
509548.8095,6944463.357,32,,1025
509548.5798,6944463.196,32.026371,,1025
509548.1704,6944462.908,32.09812,,1025
509547.7611,6944462.621,32.199811,,1025
509547.3518,6944462.334,32.317244,,1025
509546.9425,6944462.047,32.436138,,1025
509546.7209,6944461.891,32.5,,1025
509546.5332,6944461.76,32.543142,,1025
509546.1238,6944461.473,32.644202,,1025
509545.7145,6944461.185,32.742624,,1025
509545.3052,6944460.898,32.818334,,1025
509544.8959,6944460.611,32.868866,,1025
509544.4865,6944460.324,32.902405,,1025
509544.0772,6944460.037,32.922021,,1025
509543.6679,6944459.75,32.932799,,1025
509543.2586,6944459.463,32.939223,,1025
509542.8492,6944459.175,32.946004,,1025
509542.4399,6944458.888,32.956112,,1025
509542.0306,6944458.601,32.971548,,1025
509541.6213,6944458.314,32.993249,,1025
509541.5238,6944458.246,33,,1025
509541.212,6944458.027,33.019428,,1025
509540.8026,6944457.74,33.05101,,1025
509540.3933,6944457.453,33.087452,,1025
509539.984,6944457.165,33.125889,,1025
509539.5747,6944456.878,33.164572,,1025
509539.1653,6944456.591,33.201046,,1025
509538.756,6944456.304,33.231173,,1025
509538.3467,6944456.017,33.25254,,1025
509537.9374,6944455.73,33.264241,,1025
509537.528,6944455.442,33.266037,,1025
509537.1187,6944455.155,33.258106,,1025
509536.7094,6944454.868,33.242277,,1025
509536.3001,6944454.581,33.220312,,1025
509535.8908,6944454.294,33.19297,,1025
509535.4814,6944454.007,33.161247,,1025
509535.0721,6944453.72,33.12605,,1025
509534.6628,6944453.432,33.088649,,1025
509534.2535,6944453.145,33.050304,,1025
509533.8441,6944452.858,33.01107,,1025
509533.7313,6944452.779,33,,1025
509533.4348,6944452.571,32.970785,,1025
509533.0255,6944452.284,32.931102,,1025
509532.6162,6944451.997,32.892555,,1025
509532.2069,6944451.71,32.855473,,1025
509531.7975,6944451.422,32.820802,,1025
509531.3882,6944451.135,32.788745,,1025
509530.9789,6944450.848,32.761085,,1025
509530.5696,6944450.561,32.7391,,1025
509530.1602,6944450.274,32.724385,,1025
509529.7509,6944449.987,32.718634,,1025
509529.3416,6944449.699,32.722632,,1025
509528.9323,6944449.412,32.735939,,1025
509528.5229,6944449.125,32.757003,,1025
509528.1136,6944448.838,32.78466,,1025
509527.7043,6944448.551,32.818351,,1025
509527.295,6944448.264,32.855833,,1025
509526.8857,6944447.977,32.89283,,1025
509526.4763,6944447.689,32.925658,,1025
509526.067,6944447.402,32.951626,,1025
509525.6577,6944447.115,32.965684,,1025
509525.2484,6944446.828,32.965558,,1025
509524.839,6944446.541,32.953162,,1025
509524.4297,6944446.254,32.93136,,1025
509524.0204,6944445.967,32.902516,,1025
509523.6111,6944445.679,32.868428,,1025
509523.2017,6944445.392,32.831087,,1025
509522.7924,6944445.105,32.793366,,1025
509522.3831,6944444.818,32.756007,,1025
509521.9738,6944444.531,32.720603,,1025
509521.5645,6944444.244,32.688579,,1025
509521.1551,6944443.957,32.660978,,1025
509520.7458,6944443.669,32.63859,,1025
509520.3365,6944443.382,32.621594,,1025
509519.9272,6944443.095,32.60994,,1025
509519.5178,6944442.808,32.603286,,1025
509519.1085,6944442.521,32.60128,,1025
509518.6992,6944442.234,32.603554,,1025
509518.2899,6944441.946,32.609842,,1025
509517.8805,6944441.659,32.620027,,1025
509517.4712,6944441.372,32.634269,,1025
509517.0619,6944441.085,32.652525,,1025
509516.6526,6944440.798,32.674741,,1025
509516.2433,6944440.511,32.700603,,1025
509515.8339,6944440.224,32.729479,,1025
509515.4246,6944439.936,32.76024,,1025
509515.0153,6944439.649,32.790882,,1025
509514.606,6944439.362,32.8211,,1025
509514.1966,6944439.075,32.845239,,1025
509513.7873,6944438.788,32.866256,,1025
509513.378,6944438.501,32.885098,,1025
509512.9687,6944438.214,32.895299,,1025
509512.5593,6944437.926,32.891914,,1025
509512.15,6944437.639,32.870856,,1025
509511.7407,6944437.352,32.831585,,1025
509511.3314,6944437.065,32.7776,,1025
509510.9221,6944436.778,32.712098,,1025
509510.5127,6944436.491,32.639064,,1025
509510.1034,6944436.203,32.560652,,1025
509509.8065,6944435.995,32.5,,1025
509509.6941,6944435.916,32.477403,,1025
509509.2848,6944435.629,32.391877,,1025
509508.8754,6944435.342,32.30703,,1025
509508.4661,6944435.055,32.220457,,1025
509508.0568,6944434.768,32.131379,,1025
509507.6475,6944434.481,32.040627,,1025
509507.4646,6944434.352,32,,1025
509507.2381,6944434.193,31.951216,,1025
509506.8288,6944433.906,31.86666,,1025
509506.4195,6944433.619,31.789226,,1025
509506.0102,6944433.332,31.716465,,1025
509505.6009,6944433.045,31.649893,,1025
509505.1915,6944432.758,31.589933,,1025
509504.7822,6944432.471,31.538213,,1025
509504.416,6944432.214,31.5,,1025
509504.3729,6944432.183,31.495893,,1025
509503.9636,6944431.896,31.466742,,1025
509503.5542,6944431.609,31.447021,,1025
509503.1449,6944431.322,31.435496,,1025
509502.7356,6944431.035,31.431261,,1025
509502.3263,6944430.748,31.433289,,1025
509501.9169,6944430.46,31.440132,,1025
509501.5076,6944430.173,31.450334,,1025
509501.0983,6944429.886,31.464832,,1025
509500.689,6944429.599,31.484073,,1025
509500.4118,6944429.405,31.5,,1025
509500.2797,6944429.312,31.508744,,1025
509499.8703,6944429.025,31.540451,,1025
509499.461,6944428.738,31.577754,,1025
509499.0517,6944428.45,31.620914,,1025
509498.6424,6944428.163,31.66829,,1025
509498.233,6944427.876,31.721101,,1025
509497.8237,6944427.589,31.779311,,1025
509497.4144,6944427.302,31.840644,,1025
509497.0051,6944427.015,31.906558,,1025
509496.5957,6944426.728,31.980991,,1025
509496.4915,6944426.654,32,,1025
509496.1864,6944426.44,32.060443,,1025
509495.7771,6944426.153,32.136451,,1025
509495.3678,6944425.866,32.207218,,1025
509494.9585,6944425.579,32.270095,,1025
509494.5491,6944425.292,32.322894,,1025
509494.1398,6944425.005,32.366581,,1025
509493.7305,6944424.718,32.40442,,1025
509493.3212,6944424.43,32.437762,,1025
509492.9118,6944424.143,32.468258,,1025
509492.5025,6944423.856,32.498503,,1025
509492.4808,6944423.841,32.5,,1025
509492.0932,6944423.569,32.529512,,1025
509491.6839,6944423.282,32.556441,,1025
509491.2746,6944422.995,32.578562,,1025
509490.8652,6944422.707,32.59679,,1025
509490.4559,6944422.42,32.612757,,1025
509490.0466,6944422.133,32.628287,,1025
509489.6373,6944421.846,32.644861,,1025
509489.2279,6944421.559,32.663073,,1025
509488.8186,6944421.272,32.681265,,1025
509488.4093,6944420.985,32.696787,,1025
509488,6944420.697,32.706601,,1025
509487.5906,6944420.41,32.70795,,1025
509487.1813,6944420.123,32.699616,,1025
509486.772,6944419.836,32.68243,,1025
509486.3627,6944419.549,32.659712,,1025
509485.9534,6944419.262,32.636585,,1025
509485.544,6944418.975,32.618979,,1025
509485.1347,6944418.687,32.611871,,1025
509484.7254,6944418.4,32.619535,,1025
509484.3161,6944418.113,32.644339,,1025
509483.9067,6944417.826,32.687521,,1025
509483.4974,6944417.539,32.74927,,1025
509483.0881,6944417.252,32.827423,,1025
509482.6788,6944416.964,32.919445,,1025
509482.3592,6944416.74,33,,1025
509482.2694,6944416.677,33.021959,,1025
509481.8601,6944416.39,33.131481,,1025
509481.4508,6944416.103,33.242143,,1025
509481.0415,6944415.816,33.350027,,1025
509480.6322,6944415.529,33.456956,,1025
509480.4631,6944415.41,33.5,,1025
509480.2228,6944415.242,33.563852,,1025
509479.8135,6944414.954,33.66383,,1025
509479.4042,6944414.667,33.752697,,1025
509478.9949,6944414.38,33.827204,,1025
509478.5855,6944414.093,33.887343,,1025
509478.1762,6944413.806,33.932209,,1025
509477.7669,6944413.519,33.963567,,1025
509477.3576,6944413.232,33.985201,,1025
509476.9915,6944412.975,34,,1025
509476.9482,6944412.944,34.00173,,1025
509476.5389,6944412.657,34.015754,,1025
509476.1296,6944412.37,34.029643,,1025
509475.7203,6944412.083,34.033692,,1025
509475.3505,6944411.824,34,,1025
509475.311,6944411.796,33.996237,,1025
509474.9016,6944411.509,33.924659,,1025
509474.7869,6944411.428,34,,1025
509474.4923,6944411.221,34.113495,,1025
509555.1289,6944467.79,32.599553,,1030
509554.7452,6944467.521,32.5,,1030
